aacode	floorx	SAP_hhsizex
I1122406	77.97	2.42321471
I1122407	40.67	1.424255375
I1122408	82.2	2.503279692
I1122409	92.04	2.65262592
I1122410	71.32	2.277740033
I1122413	61.09	2.012279501
I1123101	71.17	2.2741913
I1123102	94.4	2.681288092
I1123103	81.78	2.495767574
I1123104	98.44	2.724607598
I1123105	69.87	2.242964587
I1123106	69.74	2.239796055
I1123109	130.32	2.895814706
I1123110	86.23	2.570523761
I1123201	41.46	1.445659226
I1123204	44.55	1.531826613
I1123210	118.53	2.857451359
I1123302	307.41	3.141563
I1123305	209.44	3.014199181
I1123314	238.13	3.051498958
I1123409	98.06	2.720826291
I1123416	70.69	2.262759305
I1124102	39	1.380018217
I1124105	63.83	2.087597562
I1124106	66.22	2.15098123
I1124108	71.81	2.289253054
I1124113	168.07	2.959981492
I1124201	253.96	3.072077997
I1124202	64.94	2.117323581
I1124203	73.13	2.319654102
I1124204	46.95	1.600828685
I1124209	54.62	1.826216538
I1124401	145.86	2.927509885
I1124404	163.68	2.954013817
I1124408	47.88	1.627908829
I1131102	96.93	2.70923041
I1131105	44.82	1.539513028
I1131106	102.01	2.757369912
I1131107	68.53	2.209913714
I1131201	63.41	2.076225868
I1131203	63.03	2.065880715
I1131205	87.54	2.590529263
I1131208	98.2	2.722226241
I1131210	87.29	2.58678023
I1131302	77.75	2.41878252
I1131305	78.72	2.43812541
I1131309	78.7	2.437731789
I1131404	86.51	2.574874895
I1131411	85.47	2.558505765
I1132103	76.1	2.384699862
I1132104	75.28	2.367212579
I1132105	45.63	1.562696837
I1132107	112.69	2.830044504
I1132111	80.8	2.477864985
I1132201	88.35	2.602455412
I1132204	80.9	2.479715829
I1132206	120.26	2.864313405
I1132209	60.66	2.000232602
I1132211	86.33	2.572082453
I1132304	90.76	2.635980793
I1132305	62.31	2.04613699
I1132308	41.92	1.458250941
I1132311	69.25	2.227779429
I1132403	60.12	1.985025284
I1132411	63.41	2.076225868
I1133103	83.77	2.530512764
I1133105	81.7	2.494325796
I1133107	72.81	2.31236709
I1133108	57.08	1.897989982
I1133110	67.17	2.175508027
I1133112	49.38	1.671862249
I1133201	86.34	2.572238034
I1133202	72.14	2.296937656
I1133204	45.23	1.551225512
I1133208	69.2	2.226546735
I1133302	202.34	3.004964699
I1133303	87.9	2.595871294
I1133402	76.34	2.389749331
I1133403	48.22	1.637845318
I1133405	81.88	2.49756489
I1133409	101.7	2.754715553
I1134108	117.55	2.853329735
I1134109	51.74	1.741400267
I1134203	86.73	2.578264878
I1134207	94.81	2.686007516
I1134208	49.58	1.677742123
I1134209	79.72	2.457526934
I1134210	153.92	2.940147047
I1134301	129.89	2.894704452
I1134307	79.49	2.453113125
I1134311	53.96	1.806826908
I1134404	78.2	2.42782006
I1134405	64.02	2.092719929
I1134409	70.11	2.248792476
I1134411	56.55	1.882608228
I1141102	62.32	2.046412453
I1141104	77.79	2.41959034
I1141105	60.63	1.999390016
I1141106	63.88	2.088946893
I1141107	90.17	2.62804033
I1141109	81.22	2.485601777
I1141203	65.92	2.143154486
I1141204	74.43	2.348704061
I1141208	61.69	2.028991928
I1141302	124.85	2.880262362
I1141303	69.05	2.222841466
I1141305	86.39	2.573015152
I1141306	39.1	1.38262584
I1141307	63.32	2.073780497
I1141308	57.82	1.919374565
I1141310	82.29	2.504876937
I1141402	97.39	2.714014976
I1141403	75.41	2.370009134
I1141404	71.09	2.272294001
I1141407	59.45	1.966041424
I1141409	113.44	2.833972982
I1142103	63.89	2.089216644
I1142104	58.23	1.931172441
I1142109	36.49	1.316491987
I1142202	137.16	2.911473561
I1142206	73.61	2.330484097
I1142208	63.8	2.086787507
I1142303	63.65	2.082732108
I1142307	55.54	1.853163512
I1142401	162.93	2.952981855
I1142402	143.21	2.922961147
I1142407	88.06	2.598224174
I1142408	75.27	2.366997083
I1142410	52.84	1.77384499
I1143101	66.32	2.153581563
I1143103	77.41	2.411880753
I1143108	71.28	2.276794816
I1143203	76.39	2.390797374
I1143207	79.86	2.460199402
I1143208	63.18	2.06997065
I1143210	178.69	2.974092243
I1143301	103.47	2.769410145
I1143304	65.67	2.136602982
I1143306	77.26	2.408815794
I1143310	79.27	2.448864084
I1143404	71.71	2.286913383
I1143406	69.72	2.239307858
I1143408	74.67	2.353969147
I1144102	81.31	2.487247115
I1144202	231	3.042229874
I1144203	47.8	1.625573446
I1144204	120.03	2.863430289
I1144206	75.61	2.37429376
I1144304	83.21	2.520952093
I1144408	56.07	1.868634891
I1144409	93.54	2.671141674
I1151102	56.14	1.870675046
I1151103	78.5	2.433783527
I1151105	70.75	2.264194615
I1151107	140.01	2.917103829
I1151111	217.64	3.024861101
I1151113	64.25	2.098902071
I1151116	140.14	2.917350685
I1151118	81.38	2.488523762
I1151120	152.42	2.937902084
I1151203	108.89	2.807996475
I1151304	72.48	2.304796547
I1151308	62.8	2.059593677
I1151310	62.96	2.063969284
I1151313	43.24	1.494864579
I1151314	69.78	2.240771866
I1151319	76.06	2.38385525
I1151321	116.2	2.847354639
I1151409	43.15	1.492346934
I1151412	55.74	1.859006701
I1151414	65.54	2.133185813
I1151415	60.03	1.982482495
I1151420	87.67	2.592466019
I1152109	93.29	2.668128581
I1152110	44.61	1.533532816
I1152118	158.52	2.946816238
I1152119	84.72	2.546346131
I1152120	44.2	1.521895933
I1152204	74.66	2.353750382
I1152206	42.28	1.46816786
I1152209	103.18	2.767078095
I1152210	69.15	2.225312841
I1152212	28.77	1.150041531
I1152216	78.75	2.438715431
I1152218	61.51	2.023990376
I1152301	43.61	1.505245443
I1152303	238.68	3.052213961
I1152305	115.45	2.843878505
I1152307	58.06	1.926285206
I1152313	59.47	1.966609885
I1152319	64.03	2.092989143
I1152321	66.42	2.156177573
I1152401	86.19	2.569898816
I1152404	131.73	2.899338696
I1152406	83.74	2.530004871
I1152412	74.94	2.359855589
I1152415	139.05	2.915255165
I1152416	41.89	1.457426972
I1153103	93.02	2.664841943
I1153104	68.69	2.213905105
I1153105	67.46	2.182915394
I1153107	64.34	2.101315565
I1153113	36.7	1.321656561
I1153115	101.28	2.751063275
I1153117	34.07	1.259182066
I1153202	37.3	1.336569769
I1153215	150.01	2.934204203
I1153219	76.38	2.390587874
I1153301	122.42	2.872199185
I1153309	89.65	2.620899546
I1153312	133.11	2.902625894
I1153314	76.35	2.389959048
I1153319	68.01	2.196858999
I1153402	108.43	2.805066336
I1153410	72.55	2.30640714
I1153412	81.35	2.487976955
I1153415	65.34	2.127914876
I1153422	54.63	1.826509983
I1154102	60.24	1.988412058
I1154110	81.57	2.49197546
I1154113	136.91	2.910958202
I1154119	96.73	2.707122359
I1154122	44.42	1.528133616
I1154206	42.43	1.472315562
I1154214	45.09	1.547220784
I1154222	75.12	2.363758194
I1154302	93.57	2.671501309
I1154304	67.74	2.190031233
I1154307	41.83	1.455780179
I1154312	47.97	1.630537353
I1154314	102.98	2.76545279
I1154316	185.47	2.982980201
I1154317	62.42	2.049165187
I1154403	89.26	2.615455596
I1154404	52.25	1.756445911
I1154413	65.9	2.142631338
I1154415	75.35	2.368719546
I1154418	79.73	2.457718181
I1161103	80.63	2.47470599
I1161109	37.54	1.342598771
I1161204	111.72	2.824765424
I1161205	82.82	2.514193664
I1161209	47.02	1.602861408
I1161304	77.54	2.414527118
I1161308	129.07	2.892538557
I1161310	79.82	2.459436936
I1161406	82.79	2.513670372
I1162104	99.91	2.738691163
I1162108	100.66	2.745552179
I1162201	58.17	1.929448285
I1162202	61.62	2.027048138
I1162204	99.7	2.736731301
I1162208	109.99	2.814765896
I1162209	41.89	1.457426972
I1162301	120.77	2.86624093
I1162303	54.65	1.827096841
I1162401	63.06	2.066699357
I1162403	46.1	1.576227976
I1162404	75.42	2.370223877
I1162406	49.12	1.664224208
I1163101	82.34	2.505762392
I1163102	123.54	2.876015567
I1163107	68.01	2.196858999
I1163202	64.76	2.112536278
I1163203	214.02	3.020154502
I1163208	66.3	2.153061841
I1163210	60.96	2.008643421
I1163302	73.15	2.320107765
I1163306	74.03	2.339860786
I1163401	75.24	2.366350272
I1163404	67.81	2.191804607
I1163408	61.65	2.027881388
I1163410	257.8	3.077069998
I1164101	63.25	2.071876474
I1164103	57.28	1.903780581
I1164105	78.37	2.431205408
I1164108	104.68	2.778831939
I1164201	75.56	2.373224624
I1164205	91.56	2.646476454
I1164206	62	2.037580646
I1164207	80.92	2.480085341
I1164302	63.05	2.066426513
I1164305	38.39	1.364232972
I1164307	57.82	1.919374565
I1164401	78.49	2.433585538
I1164402	76.97	2.402855423
I1164406	69.71	2.239063686
I1164408	59.62	1.970869915
I1164410	95.75	2.696545668
I1171102	49.67	1.680389231
I1171109	70.42	2.256278233
I1171110	96.78	2.707650961
I1171201	76.12	2.385121843
I1171203	78.33	2.430410279
I1171204	57.08	1.897989982
I1171206	107.1	2.796251744
I1171208	85.18	2.553839487
I1171211	86.29	2.571459605
I1171212	69.4	2.231470306
I1171302	61.14	2.013676587
I1171303	52.6	1.766768727
I1171402	56.58	1.883480257
I1171403	143.33	2.923172563
I1171406	45.97	1.572479903
I1171407	78.8	2.439697702
I1171409	84.9	2.549291733
I1171410	68.76	2.215647543
I1172101	107.78	2.800823027
I1172104	52.55	1.765294249
I1172106	56.28	1.874752965
I1172111	66	2.145245376
I1172206	54.93	1.83530813
I1172207	73.86	2.336076691
I1172208	76.34	2.389749331
I1172210	72.55	2.30640714
I1172213	80.55	2.47321393
I1172215	128.03	2.889695324
I1172302	239.11	3.052772964
I1172402	75.9	2.380468146
I1172404	72.46	2.304335912
I1172405	83.56	2.526947334
I1172407	54.33	1.81770205
I1172408	33.36	1.243189801
I1172409	73.31	2.323729523
I1172410	59.31	1.962059222
I1172413	57.19	1.901175785
I1172414	72.54	2.30617721
I1173102	125.11	2.881078783
I1173106	62.7	2.056854278
I1173110	75.14	2.364190744
I1173208	140.12	2.917312759
I1173209	60.34	1.991231185
I1173211	110.53	2.817970071
I1173303	47.03	1.603151876
I1173305	122.97	2.874095425
I1173310	57.77	1.917933259
I1173401	70.82	2.26586687
I1173402	60.29	1.989821985
I1173404	33.8	1.253054379
I1173405	54.69	1.828270426
I1173410	67.62	2.186985954
I1173411	74.69	2.354406516
I1173412	65.57	2.133975018
I1173413	136.41	2.909916212
I1174101	89.78	2.622697326
I1174104	59.04	1.954364786
I1174105	72.55	2.30640714
I1174109	62.08	2.039791865
I1174110	110.23	2.816199466
I1174201	72.43	2.303644571
I1174205	66.09	2.147594366
I1174210	74.21	2.343850779
I1174312	77.14	2.406354992
I1174313	76.61	2.39539264
I1174403	54.52	1.823281492
I1174404	61.99	2.037304092
I1174410	82.42	2.507176293
I1181102	117.8	2.854397963
I1181106	51.42	1.73195959
I1181113	227.21	3.037302777
I1181115	135.35	2.907655422
I1181117	66.47	2.157473952
I1181118	165.37	2.9563248
I1181201	91.19	2.641660737
I1181205	140.18	2.917426477
I1181209	84.38	2.540735018
I1181210	128.03	2.889695324
I1181212	81.06	2.482665802
I1181214	145.23	2.926450222
I1181216	89.31	2.616157793
I1181217	113.06	2.831998924
I1181221	71.42	2.280099535
I1181301	83.44	2.524899273
I1181302	87.86	2.595281023
I1181306	142.88	2.922376893
I1181308	99.46	2.734470424
I1181310	89.81	2.623111004
I1181315	119.47	2.861243287
I1181316	64.57	2.107468913
I1181402	271.19	3.094477
I1181404	169.67	2.962131339
I1181407	88.28	2.601438008
I1181408	43.74	1.508904153
I1181410	81.84	2.496846618
I1181415	182.65	2.979290013
I1181417	140.87	2.918722088
I1182106	39.03	1.380799926
I1182107	48.33	1.641063731
I1182110	53.17	1.783570769
I1182115	45.74	1.565858779
I1182116	38.57	1.368868943
I1182117	44.54	1.531542352
I1182202	79.43	2.451956927
I1182203	74.23	2.34429305
I1182206	123.64	2.876347811
I1182209	64.35	2.101583535
I1182210	44.27	1.523878991
I1182212	83.64	2.528308395
I1182213	63.92	2.09002567
I1182220	76.67	2.396641331
I1182221	76.39	2.390797374
I1182222	83.4	2.524214859
I1182303	97.4	2.714118005
I1182307	160.18	2.949158763
I1182314	48.93	1.658647092
I1182401	78.36	2.431006708
I1182404	78.27	2.429215943
I1182405	179.22	2.974789226
I1182406	94.69	2.684634023
I1182407	52.43	1.761755191
I1182410	27.25	1.12349135
I1182411	109.13	2.809501721
I1182413	51.47	1.733434641
I1182414	22.88	1.060516043
I1182416	291.33	3.120659
I1183103	169.22	2.96152783
I1183107	150.77	2.935383497
I1183108	99.52	2.735037755
I1183110	72.23	2.299023752
I1183112	102.05	2.757709873
I1183113	76.05	2.383643962
I1183119	80.48	2.471905503
I1183120	54.98	1.836773468
I1183205	81.73	2.494866872
I1183207	63.74	2.085166369
I1183208	92.12	2.653640144
I1183212	75.45	2.370867783
I1183213	37.3	1.336569769
I1183301	78.2	2.42782006
I1183302	54.64	1.826803418
I1183306	60.54	1.996860638
I1183310	225.98	3.035703732
I1183312	77.65	2.416759142
I1183314	65.1	2.121567949
I1183315	124.86	2.88029392
I1183404	62.44	2.049715317
I1183407	94.24	2.679425845
I1183413	110.04	2.815065818
I1183417	64.23	2.098365309
I1183418	80.61	2.474333304
I1184102	67.81	2.191804607
I1184103	336.62	3.179536
I1184112	117.05	2.851157905
I1184115	99.97	2.739247986
I1184116	88.11	2.598956762
I1184205	77.92	2.422209718
I1184216	117.41	2.852726408
I1184218	76.05	2.383643962
I1184220	66.24	2.151501641
I1184302	80.66	2.475264609
I1184303	75.61	2.37429376
I1184305	89.87	2.62393702
I1184306	68.71	2.214403181
I1184307	111.96	2.826092872
I1184312	80.48	2.471905503
I1184314	67.61	2.186731885
I1184317	80.92	2.480085341
I1184319	89.36	2.616858736
I1184408	71.07	2.271819173
I1184409	69.93	2.244424204
I1184413	63.96	2.091103834
I1191101	232.7	3.044439902
I1191103	86.12	2.56880314
I1191108	145.67	2.927191646
I1191110	135.67	2.908345546
I1191116	54.78	1.830910341
I1191117	127.4	2.887917942
I1191118	111.29	2.82235135
I1191203	95.81	2.697205141
I1191204	53.94	1.806238717
I1191205	86.29	2.571459605
I1191206	43.87	1.512568621
I1191207	76.08	2.384277664
I1191209	70.28	2.252903442
I1191210	82.06	2.500786327
I1191212	47.19	1.607801997
I1191215	89.08	2.612917297
I1191216	39.75	1.399706975
I1191301	69.66	2.237842098
I1191303	217.42	3.024575072
I1191312	76.48	2.392680431
I1191315	45.97	1.572479903
I1191402	42.32	1.469273027
I1191403	58.1	1.927435734
I1191409	64.38	2.10238721
I1191412	119.34	2.860728008
I1191418	65.9	2.142631338
I1191419	81.87	2.497385404
I1191421	55.09	1.839996139
I1192102	97.69	2.717087747
I1192104	117.51	2.853157733
I1192115	81.48	2.490342902
I1192118	69.82	2.241746896
I1192203	63.92	2.09002567
I1192204	65.27	2.126066135
I1192205	76.02	2.383009772
I1192210	67.92	2.194586799
I1192211	54.1	1.810943285
I1192213	114.58	2.839699144
I1192218	62.32	2.046412453
I1192220	77.98	2.423415544
I1192302	54.16	1.812706915
I1192304	51.24	1.726649714
I1192307	78.14	2.426621455
I1192311	50.39	1.701588079
I1192313	105.47	2.784722115
I1192316	62.44	2.049715317
I1192409	42.06	1.462101134
I1192410	57.96	1.92340732
I1192418	40.46	1.418615039
I1192419	76.19	2.386597071
I1192422	55.62	1.85550148
I1192424	31.32	1.199510261
I1193101	27.54	1.128379975
I1193103	41.19	1.438311792
I1193107	103.48	2.769490043
I1193112	98.34	2.723618207
I1193116	49.39	1.672156154
I1193119	36.83	1.324868131
I1193202	91.72	2.648538523
I1193210	47.19	1.607801997
I1193215	159.66	2.948428049
I1193217	56.35	1.876790707
I1193219	88.43	2.603615105
I1193301	116.68	2.849519817
I1193302	111.35	2.822690975
I1193303	69.02	2.222099123
I1193308	79.35	2.45041226
I1193309	62.91	2.062602894
I1193312	65.39	2.129234166
I1193402	84.11	2.536235053
I1193403	60.67	2.000513404
I1193406	70.34	2.254350968
I1193410	147.44	2.930113834
I1193414	33.89	1.25509071
I1193415	74.45	2.349143991
I1193419	158.34	2.946560436
I1194102	44.84	1.540083252
I1194103	55.16	1.842046143
I1194105	41.15	1.437226083
I1194108	83.51	2.52609492
I1194109	123.13	2.874638982
I1194111	63.04	2.066153632
I1194114	91.11	2.640610803
I1194205	56.19	1.872131814
I1194212	61.26	2.017026381
I1194215	42.33	1.46954942
I1194301	50.08	1.692456442
I1194309	81.5	2.490706075
I1194310	56.29	1.875044121
I1194314	77.18	2.407176132
I1194416	36.31	1.312088426
I1201103	58.43	1.936913608
I1201109	37.39	1.338826445
I1201110	111.94	2.825982792
I1201113	49.46	1.674213756
I1201203	46.1	1.576227976
I1201204	148.94	2.932521358
I1201206	140.28	2.917615627
I1201207	66.16	2.149418963
I1201214	48.24	1.638430356
I1201301	37.34	1.337572111
I1201304	69.11	2.224324865
I1201312	103.91	2.772893336
I1201316	147.98	2.9309874
I1201403	119.01	2.859406928
I1201404	78.91	2.441853878
I1201408	214.51	3.020791601
I1201410	158.07	2.946176034
I1201412	79.7	2.457144276
I1202109	78.36	2.431006708
I1202111	79.77	2.45848262
I1202113	123.53	2.875982267
I1202116	67.57	2.185715153
I1202118	40.65	1.423717285
I1202205	45.73	1.565571203
I1202206	42.39	1.471208623
I1202207	72.93	2.31510598
I1202211	154.05	2.94033978
I1202213	42.23	1.466787316
I1202302	77.34	2.410451966
I1202305	74.34	2.346721739
I1202306	89.37	2.616998774
I1202311	71.5	2.281983486
I1202314	75.41	2.370009134
I1202402	33.26	1.240969109
I1202403	70.2	2.250970643
I1202404	303.42	3.136376
I1202406	73.38	2.325309821
I1202407	63.26	2.072148588
I1202409	65.49	2.131869637
I1202411	81.49	2.490524516
I1202414	49.78	1.683625507
I1202417	122.04	2.870863419
I1203101	49.16	1.66539884
I1203104	63.67	2.083273319
I1203106	44.7	1.536094157
I1203107	59.23	1.95978136
I1203111	53.6	1.796234597
I1203113	125.28	2.881608014
I1203115	67.66	2.188001777
I1203117	266.14	3.087912
I1203202	50.98	1.718981112
I1203203	96.31	2.702640058
I1203207	85.46	2.558345601
I1203209	48.42	1.643698241
I1203210	89.41	2.617558426
I1203213	23.31	1.065790964
I1203214	55.84	1.861926093
I1203215	62.86	2.061235605
I1203305	52.4	1.760870365
I1203307	59.32	1.962343836
I1203401	61.31	2.018420781
I1203406	82.46	2.50788194
I1203409	46.41	1.585181628
I1203410	87.1	2.583909343
I1203414	68.77	2.215896274
I1204103	71.71	2.286913383
I1204106	97.2	2.712049501
I1204116	105.96	2.788274948
I1204201	112.6	2.829564223
I1204205	124.39	2.878796805
I1204206	99.65	2.73626214
I1204207	263.45	3.084414999
I1204209	66.71	2.163681389
I1204212	38.64	1.370676834
I1204304	69.67	2.238086513
I1204311	54.76	1.830323772
I1204313	76.99	2.403267954
I1204316	108.13	2.803123015
I1204403	143.41	2.923313204
I1204404	69.53	2.234660291
I1204405	40.43	1.417811022
I1204410	63.77	2.085977109
I1204413	45.25	1.551798058
I1211103	69.14	2.225065919
I1211112	27.71	1.131284938
I1211201	145.48	2.926872255
I1211202	61.28	2.017584237
I1211204	82.09	2.501321518
I1211207	85.54	2.559625432
I1211208	70.19	2.250728822
I1211210	44.24	1.523028918
I1211211	120.07	2.8635845
I1211213	34.65	1.27253233
I1211215	44.96	1.543507033
I1211304	88.69	2.607361644
I1211307	116.09	2.846851975
I1211309	25.09	1.089803393
I1211314	57.62	1.913606127
I1211316	91.48	2.645440809
I1211402	44.84	1.540083252
I1211407	88.02	2.597637183
I1211409	108.89	2.807996475
I1211415	83.99	2.534222516
I1212104	40	1.406335713
I1212105	78.96	2.442831766
I1212113	58.21	1.930597814
I1212117	62.27	2.045034791
I1212204	42.16	1.46485627
I1212207	59.14	1.957216773
I1212208	98.4	2.724212328
I1212209	35.12	1.283533461
I1212214	91.67	2.647895445
I1212216	70.12	2.249034691
I1212218	40.52	1.420224388
I1212305	58.58	1.941213297
I1212309	91.92	2.651098873
I1212406	83.37	2.523700982
I1212408	40.29	1.414064779
I1212410	69.86	2.242721147
I1212412	41.25	1.439941721
I1212413	322.57	3.161271
I1213102	44.55	1.531826613
I1213105	84.07	2.535565067
I1213202	72.83	2.312824093
I1213207	54.44	1.8209327
I1213214	43.8	1.510594736
I1213301	94.57	2.683254082
I1213304	84.73	2.546510229
I1213308	42.25	1.467339412
I1213310	62.19	2.042828745
I1213312	60.67	2.000513404
I1213315	67.54	2.184952126
I1213401	140.81	2.918610299
I1213412	87.55	2.590678554
I1213417	87.97	2.596902292
I1214106	114.73	2.840431257
I1214108	75.53	2.372582496
I1214110	95.74	2.696435603
I1214113	92.15	2.654019694
I1214115	104.09	2.774299342
I1214201	34.28	1.263986551
I1214203	143.51	2.923488665
I1214207	81.84	2.496846618
I1214208	280.32	3.106346
I1214210	101.33	2.751501478
I1214212	98.09	2.721126954
I1214214	109.67	2.812830555
I1214216	90.02	2.625994244
I1214303	39.84	1.402089619
I1214307	125.41	2.882010301
I1214310	131.1	2.897785682
I1214311	101.99	2.757199715
I1214316	69.06	2.223088819
I1214402	62.74	2.057950464
I1214404	71	2.27015569
I1214405	117.87	2.854694983
I1214406	43.09	1.490670154
I1214407	70.92	2.268251553
I1214409	242.9	3.05769998
I1214411	86.26	2.570991919
I1214413	67.49	2.183679508
I1214416	132.36	2.900858384
I1221304	94.58	2.683369324
I1221403	55.22	1.843802793
I1221405	61	2.009762775
I1221406	48.12	1.634921009
I1222102	123.73	2.876645668
I1222103	45.47	1.558103215
I1222109	93.61	2.671980178
I1222110	48.91	1.658060263
I1222306	44.82	1.539513028
I1222307	47.58	1.61915658
I1222401	41.99	1.460175011
I1222406	57.43	1.908118302
I1223102	56.04	1.8677603
I1223105	54.31	1.81711453
I1223107	115.31	2.843216779
I1223203	89.31	2.616157793
I1223205	48.2	1.637260339
I1223207	64.16	2.096485415
I1223302	67.11	2.173970756
I1223304	74	2.339194116
I1223404	44.27	1.523878991
I1223405	58.34	1.934331237
I1223407	79.56	2.454459528
I1224103	26.45	1.110448453
I1224105	83.8	2.531020172
I1224106	51.97	1.748185856
I1224204	104.41	2.776772062
I1224208	84.01	2.534558476
I1224301	83.99	2.534222516
I1224306	82.14	2.502212413
I1224307	79.04	2.444393536
I1224401	72.82	2.312595617
I1224404	67.29	2.178577733
I1224405	88.08	2.598517363
I1231103	89.66	2.621038135
I1231105	86.92	2.58117228
I1231206	520.08	3.418034
I1231207	50.57	1.706892801
I1231302	85.08	2.552220076
I1231305	70.92	2.268251553
I1231306	73.7	2.332501231
I1231308	73.04	2.317610033
I1231405	122.75	2.873342127
I1232101	82.17	2.502746298
I1232103	62.59	2.053836847
I1232107	54.59	1.825336136
I1232108	59.8	1.975973867
I1232203	77.76	2.418984557
I1232206	84.18	2.537405464
I1232211	66.12	2.148376594
I1232301	68.99	2.22135635
I1232303	73.21	2.321467496
I1232307	86.53	2.57518412
I1232402	84.69	2.545853518
I1232404	68.73	2.214901068
I1232407	45.59	1.561547808
I1233301	143.52	2.92350619
I1233302	60.34	1.991231185
I1233303	81.39	2.488705922
I1233404	35.91	1.302380768
I1233408	87.33	2.587382245
I1234102	71.25	2.276085372
I1234105	57.41	1.907540203
I1234108	60.05	1.983047759
I1234201	75.79	2.378131483
I1234202	66.68	2.162906838
I1234203	72.19	2.298097113
I1234205	64.74	2.11200355
I1234210	65.22	2.12474437
I1234301	90.52	2.632771388
I1234302	231.02	3.042255874
I1234304	79.96	2.46210173
I1234403	72.2	2.29832885
I1234406	78.79	2.439501358
I1234409	182.28	2.978805231
I1241105	73.68	2.332053348
I1241106	36.32	1.312332501
I1241110	66.13	2.14863725
I1241112	56.24	1.873588174
I1241202	83.36	2.523529582
I1241206	45	1.544649214
I1241208	90.13	2.627495795
I1241209	46.47	1.586917107
I1241210	87.72	2.593208609
I1241212	71.37	2.278920417
I1241304	54.67	1.827683656
I1241307	50.6	1.707777077
I1241308	71.22	2.275375474
I1241402	89.13	2.613624014
I1241405	114.47	2.839159159
I1241409	53.7	1.799177902
I1241410	52.78	1.772076132
I1241411	123.9	2.877205299
I1242101	98.49	2.725100776
I1242102	74.82	2.357244207
I1242106	72.24	2.299255283
I1242107	89.1	2.613200134
I1242109	101.07	2.749212699
I1242111	78.54	2.434574932
I1242207	66.01	2.145506546
I1242209	85	2.550920719
I1242301	62.76	2.058498344
I1242306	88.27	2.60129246
I1242308	69.55	2.235150333
I1242310	56.4	1.878245731
I1242312	30.26	1.178224358
I1242314	109.43	2.811360908
I1242401	50.67	1.709840545
I1242403	65.17	2.123421578
I1242407	71.06	2.271581683
I1242409	69.17	2.225806542
I1242410	56.26	1.874170603
I1242412	43.37	1.498506362
I1242413	79.51	2.453498086
I1243101	77.04	2.404298329
I1243103	55.98	1.86601069
I1243201	57.56	1.911873941
I1243209	44.55	1.531826613
I1243212	76.96	2.402649075
I1243302	61.25	2.016747406
I1243303	27.24	1.123324289
I1243305	82.39	2.506646488
I1243307	62.13	2.041172775
I1243403	99.56	2.735415193
I1244102	132.57	2.901357768
I1244103	45.1	1.547506655
I1244105	32.43	1.222848254
I1244106	105.46	2.784648814
I1244205	144.71	2.925565747
I1244207	115.06	2.842024886
I1244212	109.22	2.810062075
I1244305	47	1.602280531
I1244306	87.54	2.590529263
I1244402	170.93	2.963816844
I1244405	43.53	1.502996834
I1244406	98.88	2.728913024
I1244408	106.47	2.791892844
I1244409	107.12	2.796388156
I1251105	80.5	2.472279613
I1251106	98.91	2.72920375
I1251205	217.01	3.024042017
I1251304	35.89	1.301898246
I1251311	71.95	2.292520006
I1251313	56.54	1.882317517
I1251402	68.38	2.206160866
I1252102	63.29	2.072964708
I1252104	93.04	2.66508656
I1252105	70.44	2.256759554
I1252107	111.61	2.824152258
I1252109	77.95	2.422812877
I1252111	63.1	2.067790371
I1252202	48.07	1.63345941
I1252203	53.19	1.784160032
I1252207	65.17	2.123421578
I1252209	67.28	2.178322171
I1252213	33.93	1.255997751
I1252214	82.86	2.514890627
I1252301	83.76	2.53034352
I1252302	65.48	2.131606277
I1252303	70.92	2.268251553
I1252307	59.14	1.957216773
I1252309	72.67	2.309162248
I1252406	73.22	2.321693934
I1252410	129.25	2.893019588
I1253101	103.73	2.771476369
I1253103	145.23	2.926450222
I1253105	108.08	2.802796617
I1253106	63.1	2.067790371
I1253108	111.76	2.824987651
I1253110	190.4	2.989416596
I1253202	81.06	2.482665802
I1253303	70.16	2.250003061
I1253305	40.92	1.430997519
I1253312	108.28	2.804097896
I1253404	72	2.293684341
I1253405	165.77	2.956869105
I1253406	70.34	2.254350968
I1253407	237.46	3.050627953
I1253411	120.34	2.864618544
I1254101	117.49	2.853071618
I1254103	212.91	3.018711252
I1254105	64.16	2.096485415
I1254106	134.83	2.906519409
I1254110	132.78	2.901853642
I1254203	138.79	2.914746435
I1254206	81.37	2.488341548
I1254304	112.11	2.826915359
I1254306	101.79	2.755489773
I1254308	144.79	2.925702414
I1254310	68.15	2.200386097
I1254311	114.33	2.838468085
I1254412	108.89	2.807996475
I1254413	67.4	2.181385943
I1261105	287.42	3.115576
I1261108	126.05	2.883960772
I1261110	220.55	3.028644407
I1261112	76.93	2.402029707
I1261114	104.5	2.777461367
I1261117	83.1	2.519054205
I1261119	98.41	2.724311206
I1261204	72.74	2.310765943
I1261207	91.1	2.640479344
I1261208	84.64	2.545031427
I1261209	73.97	2.33852697
I1261210	69.72	2.239307858
I1261211	71.39	2.279392216
I1261213	99.24	2.732378107
I1261216	30.22	1.177440862
I1261302	103.23	2.767482247
I1261305	83.56	2.526947334
I1261307	44.95	1.543221559
I1261308	91.87	2.650460577
I1261315	71.64	2.285272578
I1261317	59.33	1.962628425
I1261318	65.4	2.1294979
I1261401	53.4	1.790345896
I1261404	97.25	2.712568195
I1261405	125.88	2.883447489
I1261411	49.99	1.689806476
I1261415	59.33	1.962628425
