disease,age,sex,agesex,n_a,n_b,n_c,p_a,p_b,p_c,morbidity
LungCancer,41,FEMALE,41FEMALE,-0.0032868619,-0.000009036,-1.42467378359254E-008,-0.0029591253,-8.16283984740179E-006,-1.5711226944167E-008,0.0080436388
LungCancer,42,FEMALE,42FEMALE,-0.0033417709,-9.18006785222207E-006,-1.44559259507735E-008,-0.0029635355,-8.16926897877141E-006,-1.5694497341044E-008,0.0080436388
LungCancer,43,FEMALE,43FEMALE,-0.0033820589,-9.28477257110888E-006,-1.46051172677126E-008,-0.0029496259,-8.1261832813556E-006,-1.55876727154348E-008,0.0080436388
LungCancer,44,FEMALE,44FEMALE,-0.0034084665,-9.35218560214702E-006,-1.46978005180518E-008,-0.002919129,-8.03840027426522E-006,-1.54002044016636E-008,0.0080436388
LungCancer,45,FEMALE,45FEMALE,-0.003421485,-9.38370909653977E-006,-1.47363188932799E-008,-0.0028739826,-7.911245241254E-006,-1.51422293906008E-008,0.0100333666
LungCancer,46,FEMALE,46FEMALE,-0.0034219485,-9.38162814599681E-006,-1.47242500355702E-008,-0.0028162125,-7.75025300961794E-006,-1.48241197457825E-008,0.0100333666
LungCancer,47,FEMALE,47FEMALE,-0.0034111397,-9.34942502567501E-006,-1.466696346668E-008,-0.0027484405,-7.56256400372927E-006,-1.44591507552569E-008,0.0100333666
LungCancer,48,FEMALE,48FEMALE,-0.003390089,-9.28988191654605E-006,-1.45687111246239E-008,-0.00267257,-7.35335472873719E-006,-1.40569023581126E-008,0.0100333666
LungCancer,49,FEMALE,49FEMALE,-0.0033589762,-9.20346861495747E-006,-1.44301647098308E-008,-0.0025891623,-7.12412980373448E-006,-1.36200479297322E-008,0.0100333666
LungCancer,50,FEMALE,50FEMALE,-0.0033188911,-9.09309197515103E-006,-1.42556732526695E-008,-0.0024984448,-6.87543203085239E-006,-1.31492045997811E-008,0.0100333666
LungCancer,51,FEMALE,51FEMALE,-0.0032708451,-8.96139905198234E-006,-0.000000014,-0.0024005039,-6.60737764458556E-006,-1.26439888799628E-008,0.0100333666
LungCancer,52,FEMALE,52FEMALE,-0.0032160363,-8.81159878108407E-006,-1.38151663833487E-008,-0.0022959969,-6.32166895891881E-006,-1.21071188725407E-008,0.0100333666
LungCancer,53,FEMALE,53FEMALE,-0.0031546793,-8.64421348916765E-006,-1.35546361668055E-008,-0.002185259,-6.0191218616681E-006,-1.15396201493348E-008,0.0100333666
LungCancer,54,FEMALE,54FEMALE,-0.0030863247,-0.000008458,-1.32652873760568E-008,-0.0020686328,-5.70056592635562E-006,-1.09425030392619E-008,0.0100333666
LungCancer,55,FEMALE,55FEMALE,-0.0030117639,-8.2550760111766E-006,-0.000000013,-0.0019471554,-5.36883834447842E-006,-1.03211002890055E-008,0.0100333666
LungCancer,56,FEMALE,56FEMALE,-0.0029318883,-8.03778878444487E-006,-1.26143379809681E-008,-0.0018228845,-5.02930344647512E-006,-9.68418022795851E-009,0.0100333666
LungCancer,57,FEMALE,57FEMALE,-0.0028480797,-7.80987472973475E-006,-1.22615006825868E-008,-0.0016980246,-0.000004688,-0.000000009,0.0100333666
LungCancer,58,FEMALE,58FEMALE,-0.002760673,-7.57223524743405E-006,-1.18937697884871E-008,-0.0015740048,-4.34869500935146E-006,-8.40436837378975E-009,0.0100333666
LungCancer,59,FEMALE,59FEMALE,-0.0026697033,-0.000007325,-1.1511230699633E-008,-0.0014514214,-4.0131176885397E-006,-7.77159459684729E-009,0.0100333666
LungCancer,60,FEMALE,60FEMALE,-0.0025754776,-7.06885025307314E-006,-1.11151515286674E-008,-0.0013306266,-3.68216456294583E-006,-7.14616820059222E-009,0.013705319
LungCancer,61,FEMALE,61FEMALE,-0.0024793851,-6.8077397035996E-006,-1.07115004646334E-008,-0.0012126042,-3.3585180945545E-006,-6.53308921321819E-009,0.013705319
LungCancer,62,FEMALE,62FEMALE,-0.0023813939,-6.54152116018284E-006,-1.03000964423697E-008,-0.0010979836,-3.04388227822647E-006,-5.93546951010679E-009,0.013705319
LungCancer,63,FEMALE,63FEMALE,-0.0022805935,-6.26767474169615E-006,-9.8769228914374E-009,-0.0009871849,-2.73939219530213E-006,-5.35536584237588E-009,0.013705319
LungCancer,64,FEMALE,64FEMALE,-0.0021765886,-5.98505588457448E-006,-9.44002192429602E-009,-0.000881319,-2.44811947111251E-006,-4.79872173578857E-009,0.013705319
LungCancer,65,FEMALE,65FEMALE,-0.0020675184,-5.6884878683841E-006,-0.000000009,-0.0007808244,-2.17129482929834E-006,-4.26801031514596E-009,0.013705319
LungCancer,66,FEMALE,66FEMALE,-0.0019566972,-0.000005387,-8.51419890296662E-009,-0.0006857717,-1.90913082027755E-006,-3.7637286960334E-009,0.013705319
LungCancer,67,FEMALE,67FEMALE,-0.0018443535,-5.08124530535056E-006,-0.000000008,-0.0005962966,-0.000001662,-3.28663287568282E-009,0.013705319
LungCancer,68,FEMALE,68FEMALE,-0.0017293302,-4.76789005352356E-006,-7.55365775957891E-009,-0.0005123707,-1.42983741611986E-006,-2.83649063354132E-009,0.013705319
LungCancer,69,FEMALE,69FEMALE,-0.001613413,-4.45179603036568E-006,-7.06209090837442E-009,-0.0004351316,-1.21579288018362E-006,-2.41958447798057E-009,0.013705319
LungCancer,70,FEMALE,70FEMALE,-0.0014991997,-4.14007032176647E-006,-6.57658370816248E-009,-0.0003652213,-1.02170238487693E-006,-0.000000002,0.0192672597
LungCancer,71,FEMALE,71FEMALE,-0.0013882784,-3.83708391629543E-006,-6.10404087286402E-009,-0.0003029294,-8.48438881958547E-007,-1.69894526490193E-009,0.0192672597
LungCancer,72,FEMALE,72FEMALE,-0.0012793373,-3.53919642400504E-006,-5.63863250155298E-009,-0.000248312,-6.96238977969197E-007,-1.39814419821205E-009,0.0192672597
LungCancer,73,FEMALE,73FEMALE,-0.0011731393,-3.24848268623422E-006,-5.18356838335847E-009,-0.0002013919,-5.65252682423403E-007,-1.13805179408209E-009,0.0192672597
LungCancer,74,FEMALE,74FEMALE,-0.0010706934,-2.96772319921111E-006,-4.74324874623523E-009,-0.0001619069,-4.54838967898872E-007,-9.17861832944846E-010,0.0192672597
LungCancer,75,FEMALE,75FEMALE,-0.0009718404,-2.69646613733145E-006,-4.31692256244819E-009,-0.0001291968,-3.63239235646822E-007,-7.34513945143048E-010,0.0192672597
LungCancer,76,FEMALE,76FEMALE,-0.0008770975,-2.43613937221258E-006,-3.90685613569262E-009,-0.0001024163,-2.881576213129E-007,-5.83782128590411E-010,0.0192672597
LungCancer,77,FEMALE,77FEMALE,-0.0007873655,-2.18924864836409E-006,-3.51707631915791E-009,-0.000080617,-0.000000227,-4.60671255859566E-010,0.0192672597
LungCancer,78,FEMALE,78FEMALE,-0.0007031783,-1.95729910321176E-006,-3.15005315614582E-009,-6.28833625547602E-005,-1.77175111346309E-007,-3.60212544155639E-010,0.0192672597
LungCancer,79,FEMALE,79FEMALE,-0.000624833,-1.74114747073252E-006,-2.80724229822353E-009,-4.85456671406541E-005,-1.36872313920034E-007,-2.78756813555471E-010,0.0192672597
LungCancer,80,FEMALE,80FEMALE,-0.0005515869,-1.53875142049953E-006,-2.48542177261365E-009,-3.70240888071345E-005,-1.04461197443966E-007,-2.13125715918781E-010,0.0388330302
LungCancer,81,FEMALE,81FEMALE,-0.0004828073,-1.34836558138201E-006,-2.18182076349523E-009,-2.78415252826581E-005,-7.8611913746334E-008,-1.60689562080184E-010,0.0388330302
LungCancer,82,FEMALE,82FEMALE,-0.0004188578,-0.000001171,-1.89816736202319E-009,-2.05924702263228E-005,-5.81907665860386E-008,-1.19188753923607E-010,0.0388330302
LungCancer,83,FEMALE,83FEMALE,-0.0003608931,-0.00000101,-1.63985932408594E-009,-1.49462612244825E-005,-4.22713417040235E-008,-8.67665189226754E-011,0.0388330302
LungCancer,84,FEMALE,84FEMALE,-0.0003097523,-8.67707855321559E-007,-1.41101748490726E-009,-1.0604478258197E-005,-0.00000003,-6.1743432342902E-011,0.0388330302
LungCancer,85,FEMALE,85FEMALE,-0.0002648644,-7.42624009442857E-007,-1.20934961152113E-009,-7.36028642531443E-006,-2.08507136576135E-008,-4.29748399615252E-011,0.0388330302
LungCancer,86,FEMALE,86FEMALE,-0.0002256429,-6.3316773864106E-007,-0.000000001,-5.00491460933317E-006,-1.41895276548404E-008,-2.93037452132868E-011,0.0388330302
LungCancer,87,FEMALE,87FEMALE,-0.0001916982,-5.38307514299115E-007,-8.78794384567768E-010,-3.32753744049331E-006,-9.44249879724065E-009,-1.95443528442145E-011,0.0388330302
LungCancer,88,FEMALE,88FEMALE,-0.0001631576,-4.58462358495854E-007,-7.49232548303016E-010,-2.148225875177E-006,-6.10281827249407E-009,-1.26670938540039E-011,0.0388330302
LungCancer,89,FEMALE,89FEMALE,-0.0001401148,-0.000000394,-6.44474597684984E-010,-1.32358132381688E-006,-3.76504828982712E-009,-7.8403374034968E-012,0.0388330302
LungCancer,90,FEMALE,90FEMALE,-0.0001209612,-3.4032298747345E-007,-5.57294249690301E-010,-7.59851258218348E-007,-2.16432576034448E-009,-4.52183062288119E-012,0.0388330302
LungCancer,91,FEMALE,91FEMALE,-0.0001055155,-0.000000297,-4.86908403950835E-010,-4.03283070528462E-007,-1.14996552073091E-009,-2.40918424188181E-012,0.0388330302
LungCancer,92,FEMALE,92FEMALE,-8.92187824671759E-005,-2.51316341622427E-007,-4.12329376477582E-010,-1.85496698253914E-007,-5.29347150824333E-010,-1.11107359021394E-012,0.0388330302
LungCancer,93,FEMALE,93FEMALE,-7.67358653347298E-005,-2.16284761121492E-007,-3.55197261102252E-010,-7.51150885744012E-008,-2.1444443038712E-010,-4.5057864696274E-013,0.0388330302
LungCancer,94,FEMALE,94FEMALE,-6.65414849033991E-005,-1.87668841962862E-007,-3.08510593119056E-010,-2.63678825299133E-008,-7.52912945636351E-011,-1.5827154449194E-013,0.0388330302
LungCancer,95,FEMALE,95FEMALE,-5.76307831804915E-005,-1.62643846966699E-007,-2.67650052425647E-010,-7.85653550410547E-009,-2.24351999705515E-011,-4.71692236898657E-014,0.0388330302
LungCancer,96,FEMALE,96FEMALE,-4.93096900368681E-005,-1.39252438470392E-007,-2.29398288633976E-010,-0.000000002,-5.58966541370806E-012,-1.17528266892303E-014,0.0388330302
LungCancer,97,FEMALE,97FEMALE,-4.16907085903118E-005,-1.17811622026482E-007,-1.9427554599693E-010,-4.06971820022817E-010,-1.16218261737233E-012,-2.44353361820706E-015,0.0388330302
LungCancer,98,FEMALE,98FEMALE,-0.000034763,-9.82929182113384E-008,-1.62240539131412E-010,-7.01913900615944E-011,-2.00437968720616E-013,-4.21581222327333E-016,0.0388330302
LungCancer,99,FEMALE,99FEMALE,-2.85345870662958E-005,-8.07279923466569E-008,-1.33368586455125E-010,-9.85856003081301E-012,-2.81549554801303E-014,-5.91491626818883E-017,0.0388330302
LungCancer,100,FEMALE,100FEMALE,-2.3928533671193E-005,-6.77445011711378E-008,-1.12043749122779E-010,-1.13197050377183E-012,-3.24120602013464E-015,-6.63532201126505E-018,0.0388330302
LungCancer,101,FEMALE,101FEMALE,-2.02063016783235E-005,-5.72587941516995E-008,-9.48386730453086E-011,-1.07674832273969E-013,-3.05896999682704E-016,-6.44844548047617E-019,0.0388330302
LungCancer,102,FEMALE,102FEMALE,-1.54103881692502E-005,-4.37148588664431E-008,-7.25271304457231E-011,-8.4383893717763E-015,-2.20504017101259E-017,-7.99774943534586E-020,0.0388330302
LungCancer,103,FEMALE,103FEMALE,-9.5869398056256E-006,-2.72257668518278E-008,-4.52498509202027E-011,-5.86380428698773E-016,2.16573884292217E-018,-7.51405076985299E-020,0.0388330302
LungCancer,104,FEMALE,104FEMALE,-3.82171728681846E-006,-1.08641430627002E-008,-1.80851189076265E-011,-8.6960842856474E-017,4.33866233477669E-018,-8.67394875017553E-020,0.0388330302
LungCancer,105,FEMALE,105FEMALE,0,0,0,0,0,0,0.0388330302
